Geo Point;Geo Shape;gid;geom_err;typologie;cdate;mdate;nom_commune;code_commune
44.84274314340629, -0.6281798165565432;"{""coordinates"": [[[-0.6282083, 44.8427575], [-0.6282128, 44.8427388], [-0.6281502, 44.8427294], [-0.6281462, 44.8427466], [-0.6282083, 44.8427575]]], ""type"": ""Polygon""}";84840;;VT;2010-07-27T00:00:00+02:00;2022-05-03T08:30:51+02:00;Bordeaux;33063
44.841376650243625, -0.6002418408139858;"{""coordinates"": [[[-0.6002726, 44.8413681], [-0.6002566, 44.8413557], [-0.600211, 44.8413857], [-0.6002266, 44.8413975], [-0.6002726, 44.8413681]]], ""type"": ""Polygon""}";78192;;VT;2009-12-02T00:00:00+01:00;2022-05-17T17:02:05+02:00;Bordeaux;33063
44.86246977586055, -0.5510799363667667;"{""coordinates"": [[[-0.5511136, 44.8624634], [-0.5510498, 44.8624576], [-0.5510463, 44.8624759], [-0.5511094, 44.8624822], [-0.5511136, 44.8624634]]], ""type"": ""Polygon""}";76184;;VT;2019-05-20T00:00:00+02:00;2022-05-17T16:43:41+02:00;Bordeaux;33063
44.861188670245, -0.5521028074790458;"{""coordinates"": [[[-0.5520894, 44.8612117], [-0.5521364, 44.8611818], [-0.5521158, 44.8611655], [-0.5520692, 44.861196], [-0.5520894, 44.8612117]]], ""type"": ""Polygon""}";76185;;VT;2019-05-20T00:00:00+02:00;2023-01-25T07:56:23+01:00;Bordeaux;33063
44.848731708603026, -0.5756230565259401;"{""coordinates"": [[[-0.5756448, 44.8487427], [-0.5756483, 44.8487256], [-0.5756004, 44.8487212], [-0.5755977, 44.8487373], [-0.5756448, 44.8487427]]], ""type"": ""Polygon""}";84363;;VT;2008-11-20T00:00:00+01:00;2022-05-02T12:55:25+02:00;Bordeaux;33063
44.84159765819944, -0.5706164381344004;"{""coordinates"": [[[-0.5706394, 44.8416107], [-0.5706232, 44.8415785], [-0.5705938, 44.8415842], [-0.5706093, 44.8416169], [-0.5706394, 44.8416107]]], ""type"": ""Polygon""}";81808;;VT;2009-10-15T00:00:00+02:00;2022-05-03T14:28:15+02:00;Bordeaux;33063
44.84201224642503, -0.552459202686492;"{""coordinates"": [[[-0.5524352, 44.8420063], [-0.5524646, 44.8420304], [-0.5524833, 44.8420186], [-0.5524538, 44.8419939], [-0.5524352, 44.8420063]]], ""type"": ""Polygon""}";933756;;VTS;2024-01-30T11:42:25+01:00;2024-03-14T16:55:43+01:00;Bordeaux;33063
44.7725914038799, -0.5970942245207101;"{""coordinates"": [[[-0.5970643, 44.772608], [-0.5971259, 44.7726056], [-0.5971246, 44.7725754], [-0.5970629, 44.7725766], [-0.5970643, 44.772608]]], ""type"": ""Polygon""}";756847;;VTS;2022-12-16T08:55:50+01:00;2022-12-16T08:56:11+01:00;Gradignan;33192
44.778177321317834, -0.6099058278100776;"{""coordinates"": [[[-0.609899, 44.7781541], [-0.6098786, 44.7781911], [-0.6099121, 44.7782001], [-0.6099336, 44.7781647], [-0.609899, 44.7781541]]], ""type"": ""Polygon""}";756897;;VTS;2022-12-16T09:01:40+01:00;2022-12-16T09:02:01+01:00;Gradignan;33192
44.78171601799655, -0.6228881476380382;"{""coordinates"": [[[-0.6229256, 44.7817135], [-0.6228547, 44.7817032], [-0.6228494, 44.7817183], [-0.6229231, 44.7817289], [-0.6229256, 44.7817135]]], ""type"": ""Polygon""}";756914;;VTS;2022-12-16T09:03:20+01:00;2022-12-16T09:03:41+01:00;Gradignan;33192
44.82647828419108, -0.5911568204208433;"{""coordinates"": [[[-0.5911867, 44.8264864], [-0.5911434, 44.8264578], [-0.5911277, 44.8264707], [-0.5911691, 44.8264983], [-0.5911867, 44.8264864]]], ""type"": ""Polygon""}";756992;;VTS;2022-12-19T12:44:21+01:00;2023-07-25T08:25:20+02:00;Bordeaux;33063
44.85848994622287, -0.5157329014461935;"{""coordinates"": [[[-0.515761, 44.8584877], [-0.5157503, 44.8584741], [-0.5157046, 44.8584921], [-0.5157161, 44.8585058], [-0.515761, 44.8584877]]], ""type"": ""Polygon""}";757486;;VTS;2022-12-19T13:58:10+01:00;2022-12-19T13:58:41+01:00;Cenon;33119
44.856303993632096, -0.6425613661911637;"{""coordinates"": [[[-0.6425324, 44.8563166], [-0.6425917, 44.8563151], [-0.6425902, 44.8562915], [-0.6425314, 44.8562927], [-0.6425324, 44.8563166]]], ""type"": ""Polygon""}";769971;;VTS;2023-02-20T11:14:31+01:00;2023-02-20T11:15:10+01:00;Mérignac;33281
44.83349224221184, -0.6173739506260271;"{""coordinates"": [[[-0.6174052, 44.8335081], [-0.617412, 44.8334871], [-0.6173414, 44.8334765], [-0.6173367, 44.8334974], [-0.6174052, 44.8335081]]], ""type"": ""Polygon""}";769175;;VTS;2023-02-20T08:26:26+01:00;2023-02-20T08:27:38+01:00;Mérignac;33281
44.83074321357524, -0.619390432907195;"{""coordinates"": [[[-0.6193714, 44.8307508], [-0.619411, 44.8307488], [-0.6194092, 44.8307356], [-0.6193701, 44.8307376], [-0.6193714, 44.8307508]]], ""type"": ""Polygon""}";769195;;VTS;2023-02-20T08:34:51+01:00;2023-02-20T08:35:15+01:00;Mérignac;33281
44.82844247326643, -0.6487399344319729;"{""coordinates"": [[[-0.6487402, 44.828428], [-0.6487225, 44.8284505], [-0.648739, 44.8284572], [-0.6487577, 44.8284344], [-0.6487402, 44.828428]]], ""type"": ""Polygon""}";769328;;VTS;2023-02-20T09:13:15+01:00;2023-02-20T09:14:01+01:00;Mérignac;33281
44.84332305584505, -0.6780901993966358;"{""coordinates"": [[[-0.6780579, 44.8433221], [-0.6781168, 44.8433381], [-0.6781224, 44.8433243], [-0.6780646, 44.8433079], [-0.6780579, 44.8433221]]], ""type"": ""Polygon""}";769624;;VTS;2023-02-20T10:20:58+01:00;2023-02-20T10:21:39+01:00;Mérignac;33281
44.82967531641309, -0.6866260157707716;"{""coordinates"": [[[-0.6866075, 44.8296914], [-0.6866553, 44.8296755], [-0.6866442, 44.829659], [-0.6865965, 44.8296756], [-0.6866075, 44.8296914]]], ""type"": ""Polygon""}";769674;;VTS;2023-02-20T10:33:42+01:00;2023-02-20T10:34:16+01:00;Mérignac;33281
44.82714666657034, -0.6783248510464128;"{""coordinates"": [[[-0.6783374, 44.8271613], [-0.6783492, 44.8271488], [-0.6783129, 44.8271317], [-0.6783007, 44.8271453], [-0.6783374, 44.8271613]]], ""type"": ""Polygon""}";769710;;VTS;2023-02-20T10:38:19+01:00;2023-02-20T10:39:07+01:00;Mérignac;33281
44.82832578572972, -0.6668726804114657;"{""coordinates"": [[[-0.6669051, 44.8282996], [-0.6668615, 44.8283088], [-0.6668406, 44.8283525], [-0.6668837, 44.8283425], [-0.6669051, 44.8282996]]], ""type"": ""Polygon""}";769749;;VTS;2023-02-20T10:46:11+01:00;2023-02-20T10:47:32+01:00;Mérignac;33281
44.86015261980304, -0.6777701559720894;"{""coordinates"": [[[-0.6777616, 44.8601834], [-0.6777941, 44.8601791], [-0.6777794, 44.8601227], [-0.6777459, 44.8601256], [-0.6777616, 44.8601834]]], ""type"": ""Polygon""}";770354;;VTS;2023-02-20T13:08:09+01:00;2023-02-20T13:09:43+01:00;Le Haillan;33200
44.8745158230489, -0.6763052471366747;"{""coordinates"": [[[-0.6763122, 44.8745433], [-0.676332, 44.8745376], [-0.6762971, 44.8744879], [-0.6762788, 44.8744932], [-0.6763122, 44.8745433]]], ""type"": ""Polygon""}";770468;;VTS;2023-02-20T13:24:53+01:00;2023-02-20T13:25:59+01:00;Le Haillan;33200
44.90579504172795, -0.6689399943546764;"{""coordinates"": [[[-0.6689265, 44.9057689], [-0.6689262, 44.9058208], [-0.668954, 44.9058213], [-0.6689531, 44.9057684], [-0.6689265, 44.9057689]]], ""type"": ""Polygon""}";770722;;VTS;2023-02-20T13:56:00+01:00;2023-02-20T13:56:27+01:00;Le Taillan-Médoc;33519
44.90290228429434, -0.7009079820915826;"{""coordinates"": [[[-0.7008667, 44.9029002], [-0.70091, 44.9029228], [-0.7009436, 44.9028984], [-0.7009196, 44.9028845], [-0.7008667, 44.9029002]]], ""type"": ""Polygon""}";770815;;VTS;2023-02-20T14:06:25+01:00;2023-02-20T14:06:49+01:00;Le Taillan-Médoc;33519
44.864463913823265, -0.6044920122351722;"{""coordinates"": [[[-0.60453, 44.8644587], [-0.6045138, 44.8644421], [-0.604461, 44.8644652], [-0.6044624, 44.8644881], [-0.60453, 44.8644587]]], ""type"": ""Polygon""}";770832;;VTS;2023-02-20T14:10:25+01:00;2023-02-20T14:10:51+01:00;Le Bouscat;33069
44.8794927040524, -0.6346105330535688;"{""coordinates"": [[[-0.6346431, 44.8795013], [-0.6346022, 44.8794682], [-0.6345784, 44.8794853], [-0.6346186, 44.8795166], [-0.6346431, 44.8795013]]], ""type"": ""Polygon""}";772259;;VTS;2023-02-22T13:47:28+01:00;2023-02-22T13:49:10+01:00;Eysines;33162
44.861655860103056, -0.6420259645296161;"{""coordinates"": [[[-0.6420624, 44.8616376], [-0.6419971, 44.8616524], [-0.6419889, 44.8616739], [-0.6420548, 44.8616596], [-0.6420624, 44.8616376]]], ""type"": ""Polygon""}";772279;;VTS;2023-02-22T13:59:55+01:00;2023-02-22T14:01:47+01:00;Eysines;33162
44.873566681993594, -0.6511783884895654;"{""coordinates"": [[[-0.6512016, 44.8735531], [-0.6511481, 44.873563], [-0.651155, 44.8735804], [-0.6512091, 44.8735701], [-0.6512016, 44.8735531]]], ""type"": ""Polygon""}";772160;;VTS;2023-02-22T13:19:22+01:00;2023-02-22T13:22:25+01:00;Eysines;33162
44.87608718581637, -0.5483039289167616;"{""coordinates"": [[[-0.5483102, 44.8761115], [-0.5483245, 44.8760682], [-0.5482977, 44.8760623], [-0.5482835, 44.8761071], [-0.5483102, 44.8761115]]], ""type"": ""Polygon""}";734275;;VTS;2022-10-20T09:40:50+02:00;2022-10-20T09:41:16+02:00;Bordeaux;33063
44.853104647829696, -0.567365904284426;"{""coordinates"": [[[-0.5673528, 44.8531293], [-0.5673963, 44.8530894], [-0.5673791, 44.8530798], [-0.5673353, 44.8531203], [-0.5673528, 44.8531293]]], ""type"": ""Polygon""}";730610;;VTS;2022-10-10T14:47:30+02:00;2022-10-20T10:07:57+02:00;Bordeaux;33063
44.88747965880487, -0.6595322278261194;"{""coordinates"": [[[-0.6595674, 44.8874932], [-0.6595109, 44.8874556], [-0.6594976, 44.8874674], [-0.6595547, 44.8875036], [-0.6595674, 44.8874932]]], ""type"": ""Polygon""}";772052;;VTS;2023-02-22T11:38:59+01:00;2023-02-22T11:43:21+01:00;Eysines;33162
44.82886010479876, -0.5291275968008249;"{""coordinates"": [[[-0.5291553, 44.8288515], [-0.5291406, 44.8288393], [-0.5290993, 44.8288709], [-0.5291132, 44.8288804], [-0.5291553, 44.8288515]]], ""type"": ""Polygon""}";772426;;VTS;2023-02-22T14:27:17+01:00;2023-02-22T14:27:48+01:00;Floirac;33167
44.84104101407467, -0.519935174415657;"{""coordinates"": [[[-0.5199181, 44.8410179], [-0.5199157, 44.8410619], [-0.5199515, 44.8410648], [-0.5199551, 44.8410199], [-0.5199181, 44.8410179]]], ""type"": ""Polygon""}";772597;;VTS;2023-02-22T15:12:48+01:00;2023-02-22T15:14:54+01:00;Floirac;33167
44.84295914133815, -0.5153175638809017;"{""coordinates"": [[[-0.5153349, 44.8429333], [-0.5153143, 44.8429303], [-0.5152998, 44.8429851], [-0.5153216, 44.8429871], [-0.5153349, 44.8429333]]], ""type"": ""Polygon""}";772579;;VTS;2023-02-22T15:07:35+01:00;2023-02-22T15:08:33+01:00;Floirac;33167
44.844871342675276, -0.509156062215902;"{""coordinates"": [[[-0.509172, 44.8448916], [-0.5091912, 44.8448738], [-0.5091402, 44.8448505], [-0.5091216, 44.8448701], [-0.509172, 44.8448916]]], ""type"": ""Polygon""}";772558;;VTS;2023-02-22T15:01:15+01:00;2023-02-22T15:03:24+01:00;Floirac;33167
44.8533410256405, -0.5727865580701222;"{""coordinates"": [[[-0.5727888, 44.8533192], [-0.5727644, 44.8533563], [-0.5727854, 44.8533623], [-0.5728082, 44.8533257], [-0.5727888, 44.8533192]]], ""type"": ""Polygon""}";832957;;VTS;2023-04-27T07:46:43+02:00;2023-04-27T07:46:56+02:00;Bordeaux;33063
44.958612819882745, -0.6021138211070872;"{""coordinates"": [[[-0.602132, 44.9586354], [-0.6021188, 44.9585871], [-0.6020954, 44.9585905], [-0.6021092, 44.9586387], [-0.602132, 44.9586354]]], ""type"": ""Polygon""}";845401;;VT;2023-05-22T10:13:45+02:00;2023-08-29T09:25:30+02:00;Parempuyre;33312
44.82185902665511, -0.6177743875108419;"{""coordinates"": [[[-0.6177585, 44.8218732], [-0.6178038, 44.8218521], [-0.6177825, 44.8218476], [-0.617751, 44.8218623], [-0.6177585, 44.8218732]]], ""type"": ""Polygon""}";845331;;VTS;2023-05-22T09:53:37+02:00;2023-05-22T09:54:20+02:00;Mérignac;33281
44.8692934512402, -0.576501704159413;"{""coordinates"": [[[-0.5764708, 44.8693005], [-0.576533, 44.8693011], [-0.5765327, 44.8692865], [-0.5764706, 44.8692857], [-0.5764708, 44.8693005]]], ""type"": ""Polygon""}";891227;;VTS;2023-08-22T15:05:59+02:00;2024-07-08T07:23:23+02:00;Bruges;33075
44.82271083084845, -0.5524166181750086;"{""coordinates"": [[[-0.5524377, 44.8227237], [-0.5524435, 44.8227085], [-0.5523958, 44.8226977], [-0.5523901, 44.8227136], [-0.5524377, 44.8227237]]], ""type"": ""Polygon""}";79316;;VTS;2008-07-07T00:00:00+02:00;2023-08-24T15:27:58+02:00;Bordeaux;33063
44.81425472682972, -0.5701852827983274;"{""coordinates"": [[[-0.5702145, 44.814251], [-0.5701614, 44.8142414], [-0.5701562, 44.8142588], [-0.5702097, 44.8142678], [-0.5702145, 44.814251]]], ""type"": ""Polygon""}";730266;;VT;2022-10-10T09:53:13+02:00;2023-10-16T11:05:06+02:00;Bordeaux;33063
44.8956133529661, -0.7731283314971755;"{""coordinates"": [[[-0.7731339, 44.8956263], [-0.7731464, 44.8956169], [-0.7731234, 44.8956006], [-0.7731099, 44.8956096], [-0.7731339, 44.8956263]]], ""type"": ""Polygon""}";941610;;S;2024-02-23T07:45:47+01:00;2024-02-23T07:46:11+01:00;Saint-Médard-en-Jalles;33449
44.92861600038692, -0.4981048178204594;"{""coordinates"": [[[-0.4980777, 44.928597], [-0.4981036, 44.9286435], [-0.4981325, 44.9286356], [-0.4981049, 44.9285876], [-0.4980777, 44.928597]]], ""type"": ""Polygon""}";946047;;VTS;2024-03-07T16:38:31+01:00;2024-03-07T16:38:51+01:00;Ambarès-et-Lagrave;33003
44.923533736408906, -0.4999208559872224;"{""coordinates"": [[[-0.4999236, 44.9235574], [-0.4999653, 44.9235414], [-0.4999166, 44.9235101], [-0.4998771, 44.9235256], [-0.4999236, 44.9235574]]], ""type"": ""Polygon""}";946083;;VTS;2024-03-07T16:42:42+01:00;2024-03-07T16:43:07+01:00;Ambarès-et-Lagrave;33003
44.830000972244605, -0.5961063933035399;"{""coordinates"": [[[-0.5961013, 44.8299765], [-0.5960897, 44.8300123], [-0.5961112, 44.830025], [-0.5961234, 44.8299907], [-0.5961013, 44.8299765]]], ""type"": ""Polygon""}";879153;;VTS;2023-07-25T08:28:11+02:00;2023-07-25T08:28:42+02:00;Bordeaux;33063
44.830300474517806, -0.6041711521302563;"{""coordinates"": [[[-0.6042056, 44.8303025], [-0.6042033, 44.8302911], [-0.6041369, 44.8302981], [-0.6041401, 44.8303101], [-0.6042056, 44.8303025]]], ""type"": ""Polygon""}";732674;;VTS;2022-10-17T14:27:20+02:00;2023-10-05T13:27:34+02:00;Bordeaux;33063
44.832833276777194, -0.5935609112282952;"{""coordinates"": [[[-0.5936079, 44.8328104], [-0.5935031, 44.8328418], [-0.5935126, 44.8328561], [-0.5936183, 44.8328253], [-0.5936079, 44.8328104]]], ""type"": ""Polygon""}";897795;;VTS;2023-09-20T16:49:38+02:00;2023-10-05T13:44:48+02:00;Bordeaux;33063
44.83391040172667, -0.669022638530364;"{""coordinates"": [[[-0.6690586, 44.8339096], [-0.6689935, 44.8338968], [-0.6689874, 44.8339116], [-0.6690516, 44.8339238], [-0.6690586, 44.8339096]]], ""type"": ""Polygon""}";901979;;VTS;2023-10-05T12:01:08+02:00;2023-10-05T12:02:03+02:00;Mérignac;33281
44.875694350849685, -0.5533561560014979;"{""coordinates"": [[[-0.5533954, 44.8756969], [-0.5533898, 44.8756811], [-0.5533574, 44.875687], [-0.5533196, 44.8756865], [-0.5533183, 44.8757033], [-0.5533628, 44.8757052], [-0.5533954, 44.8756969]]], ""type"": ""Polygon""}";902135;;VTS;2023-10-05T13:48:29+02:00;2023-10-05T13:48:52+02:00;Bordeaux;33063
44.83574395190956, -0.6821565063618442;"{""coordinates"": [[[-0.6821834, 44.835756], [-0.682184, 44.8357325], [-0.6821295, 44.8357317], [-0.6821295, 44.8357557], [-0.6821834, 44.835756]]], ""type"": ""Polygon""}";946146;;VTS;2024-03-08T07:50:52+01:00;2024-03-08T07:51:15+01:00;Mérignac;33281
44.80689777258478, -0.5596634729321563;"{""coordinates"": [[[-0.5596351, 44.8068899], [-0.5596672, 44.8069192], [-0.5596915, 44.8069054], [-0.5596604, 44.8068766], [-0.5596351, 44.8068899]]], ""type"": ""Polygon""}";946180;;VTS;2024-03-08T07:53:48+01:00;2024-03-08T07:54:29+01:00;Bègles;33039
44.93103244558166, -0.4787912206962666;"{""coordinates"": [[[-0.4787716, 44.9310528], [-0.478826, 44.9310313], [-0.4788124, 44.9310122], [-0.4787559, 44.9310333], [-0.4787716, 44.9310528]]], ""type"": ""Polygon""}";954249;;VTS;2024-03-29T10:24:51+01:00;2024-03-29T10:45:31+01:00;Ambarès-et-Lagrave;33003
44.8955055406364, -0.7148595206082388;"{""coordinates"": [[[-0.7148525, 44.8955259], [-0.7148724, 44.8955241], [-0.7148676, 44.8954858], [-0.7148458, 44.8954875], [-0.7148525, 44.8955259]]], ""type"": ""Polygon""}";972986;;VT;2024-06-27T12:12:10+02:00;2024-07-25T11:31:42+02:00;Saint-Médard-en-Jalles;33449
44.85860422421292, -0.668430301813315;"{""coordinates"": [[[-0.6684498, 44.8586124], [-0.6684494, 44.8585953], [-0.6684102, 44.8585965], [-0.6684112, 44.8586128], [-0.6684498, 44.8586124]]], ""type"": ""Polygon""}";973042;;VT;2024-06-27T12:32:51+02:00;2024-07-25T11:39:10+02:00;Le Haillan;33200
44.87831126659216, -0.5923231311784642;"{""coordinates"": [[[-0.5923103, 44.878325], [-0.5923455, 44.878314], [-0.5923376, 44.8782981], [-0.5923004, 44.8783078], [-0.5923103, 44.878325]]], ""type"": ""Polygon""}";973169;;VTS;2024-06-27T13:12:24+02:00;2024-07-25T11:51:13+02:00;Bruges;33075
44.883310634654386, -0.6122035812742938;"{""coordinates"": [[[-0.6122058, 44.8833361], [-0.6122288, 44.8832941], [-0.6122014, 44.8832855], [-0.6121783, 44.8833265], [-0.6122058, 44.8833361]]], ""type"": ""Polygon""}";973119;;VTS;2024-06-27T13:02:59+02:00;2024-07-08T07:31:47+02:00;Bruges;33075
44.88370551986185, -0.6206945810945147;"{""coordinates"": [[[-0.6206751, 44.8837223], [-0.6207103, 44.8837235], [-0.6207137, 44.8836888], [-0.6206794, 44.8836872], [-0.6206751, 44.8837223]]], ""type"": ""Polygon""}";973144;;VTS;2024-06-27T13:07:31+02:00;2024-07-25T11:58:39+02:00;Bruges;33075
44.88829128583551, -0.6164184959401565;"{""coordinates"": [[[-0.6164403, 44.8883084], [-0.6164487, 44.8882821], [-0.6163944, 44.8882747], [-0.6163897, 44.8883004], [-0.6164403, 44.8883084]]], ""type"": ""Polygon""}";973157;;VTS;2024-06-27T13:10:10+02:00;2024-07-25T11:55:22+02:00;Bruges;33075
44.883786462620165, -0.6172497716720169;"{""coordinates"": [[[-0.6172219, 44.8838033], [-0.6172507, 44.8838137], [-0.6172787, 44.8837707], [-0.6172469, 44.8837595], [-0.6172219, 44.8838033]]], ""type"": ""Polygon""}";973131;;VTS;2024-06-27T13:05:27+02:00;2024-07-08T07:32:30+02:00;Bruges;33075
44.91199624506573, -0.7246584887358778;"{""coordinates"": [[[-0.724672, 44.9120185], [-0.7246701, 44.9119736], [-0.7246456, 44.9119732], [-0.7246464, 44.912019], [-0.724672, 44.9120185]]], ""type"": ""Polygon""}";973015;;VT;2024-06-27T12:19:14+02:00;2024-07-25T11:29:44+02:00;Saint-Aubin-de-Médoc;33376
44.86609671185932, -0.5762795171093816;"{""coordinates"": [[[-0.5762791, 44.8660592], [-0.576249, 44.866128], [-0.5762794, 44.866135], [-0.5763103, 44.8660647], [-0.5762791, 44.8660592]]], ""type"": ""Polygon""}";973029;;VTS;2024-06-27T12:28:05+02:00;2024-07-23T07:48:50+02:00;Le Bouscat;33069
