Geo Point;Geo Shape;gid;ident;type;zone;comptage_5m;cdate;mdate;commune;CODE_COMMUNE
44.7791829, -0.6111968;"{""coordinates"": [-0.6111968, 44.7791829], ""type"": ""Point""}";222;Z18CT13;BOUCLE;18;0;2012-11-08T16:24:12+01:00;2024-10-01T16:25:00+02:00;Gradignan;33192
44.8697519, -0.6735089;"{""coordinates"": [-0.6735089, 44.8697519], ""type"": ""Point""}";224;Z24CT3;BOUCLE;24;40;2012-11-08T16:30:52+01:00;2024-10-01T16:25:00+02:00;Le Haillan;33200
44.8608559, -0.6391191;"{""coordinates"": [-0.6391191, 44.8608559], ""type"": ""Point""}";226;Z24CT1;BOUCLE;24;32;2012-11-08T16:46:24+01:00;2024-10-01T16:25:00+02:00;Eysines;33162
44.8387194, -0.5991125;"{""coordinates"": [-0.5991125, 44.8387194], ""type"": ""Point""}";230;Z6CT4;BOUCLE;6;;2012-11-09T08:17:40+01:00;2012-11-09T08:18:08+01:00;Bordeaux;33063
44.8444604, -0.5991384;"{""coordinates"": [-0.5991384, 44.8444604], ""type"": ""Point""}";232;Z6CT1;BOUCLE;6;;2012-11-09T08:20:08+01:00;2012-11-09T08:20:24+01:00;Bordeaux;33063
44.8400555, -0.6013362;"{""coordinates"": [-0.6013362, 44.8400555], ""type"": ""Point""}";234;Z6CT6;BOUCLE;6;0;2012-11-09T08:22:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8424901, -0.5897733;"{""coordinates"": [-0.5897733, 44.8424901], ""type"": ""Point""}";237;Z6CT14;BOUCLE;6;31;2012-11-09T08:26:52+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8395507, -0.6078614;"{""coordinates"": [-0.6078614, 44.8395507], ""type"": ""Point""}";239;Z6CT19;BOUCLE;6;51;2012-11-09T08:29:48+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8377535, -0.6179107;"{""coordinates"": [-0.6179107, 44.8377535], ""type"": ""Point""}";241;Z6CT9;BOUCLE;6;0;2012-11-09T08:36:16+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8383701, -0.6140944;"{""coordinates"": [-0.6140944, 44.8383701], ""type"": ""Point""}";242;Z6CT10;BOUCLE;6;47;2012-11-09T08:40:40+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8018652, -0.6634783;"{""coordinates"": [-0.6634783, 44.8018652], ""type"": ""Point""}";248;Z27CT9;BOUCLE;27;61;2012-11-16T16:09:44+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.7996996, -0.6619426;"{""coordinates"": [-0.6619426, 44.7996996], ""type"": ""Point""}";249;Z27CT3;BOUCLE;27;46;2012-11-16T16:12:28+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.879648, -0.5205961;"{""coordinates"": [-0.5205961, 44.879648], ""type"": ""Point""}";257;Z22CT11;BOUCLE;22;17;2012-11-16T16:35:36+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.8797593, -0.5239218;"{""coordinates"": [-0.5239218, 44.8797593], ""type"": ""Point""}";258;Z22CT10;BOUCLE;22;18;2012-11-16T16:37:00+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.8674405, -0.5129006;"{""coordinates"": [-0.5129006, 44.8674405], ""type"": ""Point""}";262;Z22CT2;BOUCLE;22;31;2012-11-16T16:56:56+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.865968, -0.5238364;"{""coordinates"": [-0.5238364, 44.865968], ""type"": ""Point""}";264;Z2201CT5;BOUCLE;22;0;2012-11-16T17:14:48+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.8665095, -0.5240393;"{""coordinates"": [-0.5240393, 44.8665095], ""type"": ""Point""}";265;Z2201CT6;BOUCLE;22;27;2012-11-16T17:17:28+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.8608605, -0.5881391;"{""coordinates"": [-0.5881391, 44.8608605], ""type"": ""Point""}";272;Z13CT1;BOUCLE;13;50;2012-11-28T11:03:28+01:00;2024-10-01T16:25:00+02:00;Le Bouscat;33069
44.8347133, -0.5524504;"{""coordinates"": [-0.5524504, 44.8347133], ""type"": ""Point""}";273;Z5CT15;BOUCLE;5;;2012-11-28T13:58:12+01:00;2013-12-10T14:04:12+01:00;Bordeaux;33063
44.8408954, -0.561522;"{""coordinates"": [-0.561522, 44.8408954], ""type"": ""Point""}";277;Z8CT2;BOUCLE;8;;2012-11-28T14:04:16+01:00;2013-12-10T14:10:12+01:00;Bordeaux;33063
44.839406, -0.5601731;"{""coordinates"": [-0.5601731, 44.839406], ""type"": ""Point""}";279;Z8CT15;BOUCLE;8;23;2012-11-28T14:08:00+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8490958, -0.5456037;"{""coordinates"": [-0.5456037, 44.8490958], ""type"": ""Point""}";283;Z8CT4;BOUCLE;8;24;2012-11-28T14:17:20+01:00;2024-10-01T09:50:00+02:00;Bordeaux;33063
44.8162388, -0.5775889;"{""coordinates"": [-0.5775889, 44.8162388], ""type"": ""Point""}";290;Z11CT11;BOUCLE;11;0;2012-11-29T07:42:04+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8773476, -0.5442623;"{""coordinates"": [-0.5442623, 44.8773476], ""type"": ""Point""}";293;Z25CT24;BOUCLE;25;1;2012-11-29T07:51:44+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8747258, -0.5767856;"{""coordinates"": [-0.5767856, 44.8747258], ""type"": ""Point""}";296;Z25CT11;BOUCLE;25;44;2012-11-29T07:58:40+01:00;2024-10-01T16:25:00+02:00;Bruges;33075
44.8727517, -0.576322;"{""coordinates"": [-0.576322, 44.8727517], ""type"": ""Point""}";297;Z25CT12;BOUCLE;25;43;2012-11-29T08:00:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8756901, -0.5690752;"{""coordinates"": [-0.5690752, 44.8756901], ""type"": ""Point""}";299;Z25CT6;BOUCLE;25;32;2012-11-29T08:03:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8877117, -0.5600755;"{""coordinates"": [-0.5600755, 44.8877117], ""type"": ""Point""}";303;Z25CT3;BOUCLE;25;;2012-11-29T13:16:48+01:00;2012-11-29T13:16:56+01:00;Bordeaux;33063
44.8081266, -0.6253713;"{""coordinates"": [-0.6253713, 44.8081266], ""type"": ""Point""}";310;Z16CT7;BOUCLE;16;23;2012-11-29T13:27:44+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8068402, -0.6282953;"{""coordinates"": [-0.6282953, 44.8068402], ""type"": ""Point""}";311;Z16CT3;BOUCLE;16;40;2012-11-29T13:30:48+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8026125, -0.6420863;"{""coordinates"": [-0.6420863, 44.8026125], ""type"": ""Point""}";313;Z16CT5;BOUCLE;16;28;2012-11-29T13:34:40+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8825258, -0.5609752;"{""coordinates"": [-0.5609752, 44.8825258], ""type"": ""Point""}";314;Z25CT15;BOUCLE;25;;2012-11-29T13:36:40+01:00;2012-11-29T13:36:52+01:00;Bordeaux;33063
44.805871, -0.6264487;"{""coordinates"": [-0.6264487, 44.805871], ""type"": ""Point""}";317;Z16CT14;BOUCLE;16;32;2012-11-29T13:42:04+01:00;2024-10-01T16:25:00+02:00;Pessac;33318
44.8295103, -0.5956811;"{""coordinates"": [-0.5956811, 44.8295103], ""type"": ""Point""}";318;Z10CT1;BOUCLE;10;17;2012-11-29T13:44:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8275412, -0.5920619;"{""coordinates"": [-0.5920619, 44.8275412], ""type"": ""Point""}";320;Z10CT13;BOUCLE;10;19;2012-11-29T13:48:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8241803, -0.5873978;"{""coordinates"": [-0.5873978, 44.8241803], ""type"": ""Point""}";325;Z10CT3;BOUCLE;10;75;2012-11-29T13:52:04+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.823292, -0.5929325;"{""coordinates"": [-0.5929325, 44.823292], ""type"": ""Point""}";327;Z10CT15;BOUCLE;10;22;2012-11-29T13:56:12+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8239599, -0.5997032;"{""coordinates"": [-0.5997032, 44.8239599], ""type"": ""Point""}";330;Z10CT18;BOUCLE;10;53;2012-11-29T14:00:44+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8249089, -0.5988967;"{""coordinates"": [-0.5988967, 44.8249089], ""type"": ""Point""}";331;Z10CT19;BOUCLE;10;41;2012-11-29T14:01:48+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8221412, -0.6013777;"{""coordinates"": [-0.6013777, 44.8221412], ""type"": ""Point""}";333;Z10CT23;BOUCLE;10;41;2012-11-29T14:07:32+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8151757, -0.6005876;"{""coordinates"": [-0.6005876, 44.8151757], ""type"": ""Point""}";334;Z10CT17;BOUCLE;10;18;2012-11-29T14:09:52+01:00;2024-10-01T16:25:00+02:00;Talence;33522
44.8272679, -0.5864661;"{""coordinates"": [-0.5864661, 44.8272679], ""type"": ""Point""}";336;Z10CT6;BOUCLE;10;19;2012-11-29T14:12:48+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8296951, -0.5867506;"{""coordinates"": [-0.5867506, 44.8296951], ""type"": ""Point""}";338;Z10CT22;BOUCLE;10;;2012-11-29T14:14:24+01:00;2013-12-10T14:18:24+01:00;Bordeaux;33063
44.809918, -0.5626195;"{""coordinates"": [-0.5626195, 44.809918], ""type"": ""Point""}";344;Z12AE;SIREDO;12;;2012-12-07T18:01:32+01:00;2012-12-07T18:02:20+01:00;Bègles;33039
44.8099092, -0.5626524;"{""coordinates"": [-0.5626524, 44.8099092], ""type"": ""Point""}";345;Z12AS;SIREDO;12;;2012-12-07T18:02:28+01:00;2012-12-07T18:02:40+01:00;Bègles;33039
44.8351569, -0.6318041;"{""coordinates"": [-0.6318041, 44.8351569], ""type"": ""Point""}";350;Z30BS;SIREDO;30;;2012-12-07T18:25:20+01:00;2012-12-07T18:25:40+01:00;Mérignac;33281
44.828074, -0.6701619;"{""coordinates"": [-0.6701619, 44.828074], ""type"": ""Point""}";352;Z30CS;SIREDO;30;;2012-12-07T18:27:44+01:00;2012-12-07T18:28:00+01:00;Mérignac;33281
44.818024, -0.6486507;"{""coordinates"": [-0.6486507, 44.818024], ""type"": ""Point""}";356;Z30ESN;SIREDO;30;;2012-12-07T18:36:08+01:00;2016-03-09T14:45:04+01:00;Mérignac;33281
44.8180161, -0.6486935;"{""coordinates"": [-0.6486935, 44.8180161], ""type"": ""Point""}";357;Z30ENS;SIREDO;30;;2012-12-07T18:36:32+01:00;2016-03-09T14:45:12+01:00;Mérignac;33281
44.8419538, -0.6627416;"{""coordinates"": [-0.6627416, 44.8419538], ""type"": ""Point""}";358;Z07AE;SIREDO;7;;2012-12-10T08:22:52+01:00;2014-03-07T10:05:12+01:00;Mérignac;33281
44.7879374, -0.5868473;"{""coordinates"": [-0.5868473, 44.7879374], ""type"": ""Point""}";369;Z19CS;SIREDO;19;;2012-12-10T08:45:20+01:00;2012-12-10T08:45:28+01:00;Villenave-d'Ornon;33550
44.8694639, -0.5762093;"{""coordinates"": [-0.5762093, 44.8694639], ""type"": ""Point""}";370;Z25AE;SIREDO;25;;2012-12-10T08:48:56+01:00;2012-12-10T08:49:08+01:00;Bruges;33075
44.8209103, -0.5319093;"{""coordinates"": [-0.5319093, 44.8209103], ""type"": ""Point""}";374;Z05BE;SIREDO;5;;2012-12-10T09:00:36+01:00;2014-03-07T09:59:48+01:00;Floirac;33167
44.8147942, -0.5358273;"{""coordinates"": [-0.5358273, 44.8147942], ""type"": ""Point""}";376;Z05AS;SIREDO;5;;2012-12-10T09:03:28+01:00;2014-03-07T09:59:20+01:00;Bègles;33039
44.8148007, -0.535794;"{""coordinates"": [-0.535794, 44.8148007], ""type"": ""Point""}";377;Z05AE;SIREDO;5;;2012-12-10T09:03:48+01:00;2014-03-07T09:59:04+01:00;Bègles;33039
44.8310564, -0.5552862;"{""coordinates"": [-0.5552862, 44.8310564], ""type"": ""Point""}";378;Z05CS;SIREDO;5;;2012-12-10T09:07:00+01:00;2014-03-07T10:02:28+01:00;Bordeaux;33063
44.8069661, -0.591622;"{""coordinates"": [-0.591622, 44.8069661], ""type"": ""Point""}";380;Z17AE;SIREDO;17;;2012-12-10T09:10:24+01:00;2012-12-10T09:10:40+01:00;Talence;33522
44.7974534, -0.6011167;"{""coordinates"": [-0.6011167, 44.7974534], ""type"": ""Point""}";382;Z17BE;SIREDO;17;;2012-12-10T09:13:16+01:00;2012-12-10T09:13:28+01:00;Talence;33522
44.7886155, -0.5907097;"{""coordinates"": [-0.5907097, 44.7886155], ""type"": ""Point""}";387;Z17DS;SIREDO;17;;2012-12-10T09:18:28+01:00;2012-12-10T09:18:40+01:00;Talence;33522
44.8782443, -0.644707;"{""coordinates"": [-0.644707, 44.8782443], ""type"": ""Point""}";390;Z23AE;SIREDO;23;;2012-12-10T09:24:20+01:00;2012-12-10T09:24:44+01:00;Eysines;33162
44.8875495, -0.6101782;"{""coordinates"": [-0.6101782, 44.8875495], ""type"": ""Point""}";392;Z23BS;SIREDO;23;;2012-12-10T09:29:00+01:00;2012-12-10T09:29:12+01:00;Bruges;33075
44.887541, -0.6102266;"{""coordinates"": [-0.6102266, 44.887541], ""type"": ""Point""}";393;Z23BE;SIREDO;23;;2012-12-10T09:29:16+01:00;2012-12-10T09:29:28+01:00;Bruges;33075
44.8871522, -0.6962577;"{""coordinates"": [-0.6962577, 44.8871522], ""type"": ""Point""}";399;Z28CT8;BOUCLE;28;;2012-11-20T16:53:32+01:00;2012-11-20T16:53:48+01:00;Saint-Médard-en-Jalles;33449
44.8938252, -0.7121225;"{""coordinates"": [-0.7121225, 44.8938252], ""type"": ""Point""}";400;Z28CT6;BOUCLE;28;;2012-11-20T16:57:16+01:00;2012-11-20T16:57:32+01:00;Saint-Médard-en-Jalles;33449
44.8956445, -0.7236396;"{""coordinates"": [-0.7236396, 44.8956445], ""type"": ""Point""}";402;Z28CT5;BOUCLE;28;;2012-11-20T16:59:28+01:00;2012-11-20T16:59:44+01:00;Saint-Médard-en-Jalles;33449
44.8329764, -0.5987084;"{""coordinates"": [-0.5987084, 44.8329764], ""type"": ""Point""}";404;Z9CT2;BOUCLE;9;50;2012-11-20T17:03:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8338478, -0.5902949;"{""coordinates"": [-0.5902949, 44.8338478], ""type"": ""Point""}";406;Z9CT7;BOUCLE;9;29;2012-11-20T17:06:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8332291, -0.6017359;"{""coordinates"": [-0.6017359, 44.8332291], ""type"": ""Point""}";410;Z9CT12;BOUCLE;9;51;2012-11-20T17:09:36+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8305887, -0.5971173;"{""coordinates"": [-0.5971173, 44.8305887], ""type"": ""Point""}";411;Z9CT3;BOUCLE;9;36;2012-11-20T17:11:36+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8308136, -0.6027345;"{""coordinates"": [-0.6027345, 44.8308136], ""type"": ""Point""}";412;Z9CT18;BOUCLE;9;63;2012-11-20T17:12:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8297447, -0.6032539;"{""coordinates"": [-0.6032539, 44.8297447], ""type"": ""Point""}";413;Z9CT19;BOUCLE;9;0;2012-11-20T17:13:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.826294, -0.6239714;"{""coordinates"": [-0.6239714, 44.826294], ""type"": ""Point""}";417;Z9CT17;BOUCLE;9;36;2012-11-20T17:19:44+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8416524, -0.6487828;"{""coordinates"": [-0.6487828, 44.8416524], ""type"": ""Point""}";422;Z7CT5;BOUCLE;7;;2012-11-20T17:27:32+01:00;2012-11-20T17:27:44+01:00;Mérignac;33281
44.8440794, -0.6453064;"{""coordinates"": [-0.6453064, 44.8440794], ""type"": ""Point""}";423;Z7CT7;BOUCLE;7;26;2012-11-20T17:29:04+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8407884, -0.6469625;"{""coordinates"": [-0.6469625, 44.8407884], ""type"": ""Point""}";424;Z7CT8;BOUCLE;7;26;2012-11-20T17:31:24+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8360294, -0.5822065;"{""coordinates"": [-0.5822065, 44.8360294], ""type"": ""Point""}";431;Z2CT5;BOUCLE;2;28;2012-11-20T17:44:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8347975, -0.5786524;"{""coordinates"": [-0.5786524, 44.8347975], ""type"": ""Point""}";434;Z2CT12;BOUCLE;2;15;2012-11-20T17:47:00+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8371982, -0.564751;"{""coordinates"": [-0.564751, 44.8371982], ""type"": ""Point""}";438;Z2CT2;BOUCLE;2;0;2012-11-20T17:50:44+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8372521, -0.5657687;"{""coordinates"": [-0.5657687, 44.8372521], ""type"": ""Point""}";439;Z2CT22;BOUCLE;2;2;2012-11-20T17:51:36+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8374369, -0.5753423;"{""coordinates"": [-0.5753423, 44.8374369], ""type"": ""Point""}";443;Z2CT24;BOUCLE;2;12;2012-11-20T17:54:24+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.836255, -0.5786243;"{""coordinates"": [-0.5786243, 44.836255], ""type"": ""Point""}";444;Z2CT14;BOUCLE;2;11;2012-11-20T17:55:20+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8379451, -0.581515;"{""coordinates"": [-0.581515, 44.8379451], ""type"": ""Point""}";451;Z201CT13;BOUCLE;2;0;2012-11-20T18:05:48+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8864507, -0.5173751;"{""coordinates"": [-0.5173751, 44.8864507], ""type"": ""Point""}";454;Z31CT3;BOUCLE;31;32;2012-11-20T18:22:00+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.8328063, -0.5608282;"{""coordinates"": [-0.5608282, 44.8328063], ""type"": ""Point""}";455;Z1CT12;BOUCLE;1;49;2012-11-20T18:27:28+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.835321, -0.5637112;"{""coordinates"": [-0.5637112, 44.835321], ""type"": ""Point""}";456;Z1CT13;BOUCLE;1;38;2012-11-20T18:29:04+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.836033, -0.5642885;"{""coordinates"": [-0.5642885, 44.836033], ""type"": ""Point""}";457;Z1CT6;BOUCLE;1;;2012-11-20T18:29:44+01:00;2012-11-20T18:30:08+01:00;Bordeaux;33063
44.8394545, -0.5682398;"{""coordinates"": [-0.5682398, 44.8394545], ""type"": ""Point""}";459;Z1CT4;BOUCLE;1;52;2012-11-20T18:31:36+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8487995, -0.570332;"{""coordinates"": [-0.570332, 44.8487995], ""type"": ""Point""}";461;Z1CT16;BOUCLE;1;36;2012-11-20T18:35:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8032594, -0.5715465;"{""coordinates"": [-0.5715465, 44.8032594], ""type"": ""Point""}";467;Z19CT2;BOUCLE;19;28;2012-11-21T14:39:04+01:00;2024-10-01T16:25:00+02:00;Bègles;33039
44.7811573, -0.5682288;"{""coordinates"": [-0.5682288, 44.7811573], ""type"": ""Point""}";474;Z19CT9;BOUCLE;19;40;2012-11-21T14:52:28+01:00;2024-10-01T16:25:00+02:00;Villenave-d'Ornon;33550
44.7800108, -0.5660716;"{""coordinates"": [-0.5660716, 44.7800108], ""type"": ""Point""}";478;Z19CT7;BOUCLE;19;34;2012-11-21T15:00:08+01:00;2024-10-01T16:25:00+02:00;Villenave-d'Ornon;33550
44.812543, -0.5593751;"{""coordinates"": [-0.5593751, 44.812543], ""type"": ""Point""}";479;Z26CT1;BOUCLE;26;73;2012-11-23T15:25:24+01:00;2024-10-01T16:25:00+02:00;Bègles;33039
44.8204665, -0.5422826;"{""coordinates"": [-0.5422826, 44.8204665], ""type"": ""Point""}";480;Z26CT2;BOUCLE;26;0;2012-11-23T15:27:12+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8211644, -0.5484255;"{""coordinates"": [-0.5484255, 44.8211644], ""type"": ""Point""}";482;Z26CT4;BOUCLE;26;;2012-11-23T15:35:40+01:00;2012-11-23T15:35:52+01:00;Bordeaux;33063
44.8637315, -0.5812467;"{""coordinates"": [-0.5812467, 44.8637315], ""type"": ""Point""}";484;Z14CT2;BOUCLE;14;0;2012-11-23T15:41:08+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8683337, -0.5699995;"{""coordinates"": [-0.5699995, 44.8683337], ""type"": ""Point""}";488;Z14CT7;BOUCLE;14;103;2012-11-23T15:50:56+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8610213, -0.5630634;"{""coordinates"": [-0.5630634, 44.8610213], ""type"": ""Point""}";491;Z14CT19;BOUCLE;14;;2012-11-23T15:55:20+01:00;2012-11-23T15:55:32+01:00;Bordeaux;33063
44.832095, -0.6702818;"{""coordinates"": [-0.6702818, 44.832095], ""type"": ""Point""}";494;Z30CT3;BOUCLE;30;11;2012-11-15T15:31:36+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8327051, -0.6627165;"{""coordinates"": [-0.6627165, 44.8327051], ""type"": ""Point""}";495;Z30CT4;BOUCLE;30;31;2012-11-15T15:35:20+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8199804, -0.5430566;"{""coordinates"": [-0.5430566, 44.8199804], ""type"": ""Point""}";503;Z26CE;SIREDO;26;;2012-12-11T08:46:40+01:00;2015-06-09T17:13:08+02:00;Bordeaux;33063
44.8200209, -0.5431076;"{""coordinates"": [-0.5431076, 44.8200209], ""type"": ""Point""}";504;Z26CS;SIREDO;26;;2012-12-11T08:46:56+01:00;2015-06-09T17:12:56+02:00;Bordeaux;33063
44.7966209, -0.54156;"{""coordinates"": [-0.54156, 44.7966209], ""type"": ""Point""}";506;Z26AS;SIREDO;26;;2012-12-11T08:51:52+01:00;2012-12-11T08:52:04+01:00;Bègles;33039
44.8006357, -0.657231;"{""coordinates"": [-0.657231, 44.8006357], ""type"": ""Point""}";507;Z27AE;SIREDO;27;;2012-12-11T09:05:40+01:00;2012-12-11T09:05:48+01:00;Pessac;33318
44.8264724, -0.6174092;"{""coordinates"": [-0.6174092, 44.8264724], ""type"": ""Point""}";512;Z09AS;SIREDO;9;;2012-12-11T09:17:52+01:00;2014-03-07T10:08:52+01:00;Mérignac;33281
44.8156522, -0.6005556;"{""coordinates"": [-0.6005556, 44.8156522], ""type"": ""Point""}";513;Z10AE;SIREDO;10;;2012-12-11T09:22:16+01:00;2012-12-11T09:22:32+01:00;Talence;33522
44.8222504, -0.6060929;"{""coordinates"": [-0.6060929, 44.8222504], ""type"": ""Point""}";516;Z10BS;SIREDO;10;;2012-12-11T09:33:00+01:00;2012-12-11T09:33:08+01:00;Bordeaux;33063
44.8144057, -0.6113622;"{""coordinates"": [-0.6113622, 44.8144057], ""type"": ""Point""}";517;Z16AS;SIREDO;16;;2012-12-12T16:44:08+01:00;2012-12-12T16:45:04+01:00;Pessac;33318
44.8054635, -0.6504536;"{""coordinates"": [-0.6504536, 44.8054635], ""type"": ""Point""}";519;Z16BS;SIREDO;16;;2012-12-12T16:49:24+01:00;2012-12-12T16:49:52+01:00;Pessac;33318
44.8054054, -0.6504409;"{""coordinates"": [-0.6504409, 44.8054054], ""type"": ""Point""}";520;Z16BE;SIREDO;16;;2012-12-12T16:49:56+01:00;2012-12-12T16:50:20+01:00;Pessac;33318
44.792394, -0.647881;"{""coordinates"": [-0.647881, 44.792394], ""type"": ""Point""}";521;Z16CE;SIREDO;16;;2012-12-12T16:53:40+01:00;2012-12-12T16:54:00+01:00;Pessac;33318
44.7891491, -0.6352927;"{""coordinates"": [-0.6352927, 44.7891491], ""type"": ""Point""}";524;Z16DS;SIREDO;16;;2012-12-12T16:56:48+01:00;2012-12-12T16:57:20+01:00;Pessac;33318
44.8498835, -0.5759775;"{""coordinates"": [-0.5759775, 44.8498835], ""type"": ""Point""}";525;Z4CT24;BOUCLE;4;14;2016-02-26T08:58:40+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.856487, -0.5497848;"{""coordinates"": [-0.5497848, 44.856487], ""type"": ""Point""}";529;Z14CT22;BOUCLE;14;69;2013-08-13T10:01:44+02:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8555637, -0.5502598;"{""coordinates"": [-0.5502598, 44.8555637], ""type"": ""Point""}";530;Z14CT23;BOUCLE;14;27;2013-08-13T10:03:16+02:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8103921, -0.5515825;"{""coordinates"": [-0.5515825, 44.8103921], ""type"": ""Point""}";537;Z26CT7;BOUCLE;26;10;2015-03-16T14:17:48+01:00;2024-10-01T16:25:00+02:00;Bègles;33039
44.7993814, -0.5512679;"{""coordinates"": [-0.5512679, 44.7993814], ""type"": ""Point""}";538;Z26CT8;BOUCLE;26;20;2015-03-16T14:22:44+01:00;2024-10-01T16:25:00+02:00;Bègles;33039
44.8501421, -0.5816531;"{""coordinates"": [-0.5816531, 44.8501421], ""type"": ""Point""}";540;Z13CT21;BOUCLE;13;0;2016-02-04T16:13:48+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8307186, -0.6888973;"{""coordinates"": [-0.6888973, 44.8307186], ""type"": ""Point""}";542;Z30FNS;SIREDO;30;;2017-02-10T11:15:08+01:00;2017-02-10T11:17:44+01:00;Mérignac;33281
44.8244527, -0.5576111;"{""coordinates"": [-0.5576111, 44.8244527], ""type"": ""Point""}";543;Z5CT8;BOUCLE;5;28;2014-01-08T07:29:04+01:00;2024-10-01T16:25:00+02:00;Bordeaux;33063
44.8451876, -0.5920899;"{""coordinates"": [-0.5920899, 44.8451876], ""type"": ""Point""}";545;Z13CT17;BOUCLE;13;;2014-01-08T07:35:40+01:00;2014-01-08T07:35:56+01:00;Bordeaux;33063
44.8449704, -0.5914831;"{""coordinates"": [-0.5914831, 44.8449704], ""type"": ""Point""}";546;Z13CT16;BOUCLE;13;;2014-01-08T07:36:08+01:00;2014-01-08T07:36:20+01:00;Bordeaux;33063
44.8686299, -0.5127086;"{""coordinates"": [-0.5127086, 44.8686299], ""type"": ""Point""}";548;Z22CT7;BOUCLE;22;28;2014-01-08T07:48:44+01:00;2024-10-01T09:50:00+02:00;Lormont;33249
44.8576594, -0.6615434;"{""coordinates"": [-0.6615434, 44.8576594], ""type"": ""Point""}";552;Z24CT8;BOUCLE;24;72;2015-02-03T14:03:56+01:00;2024-10-01T16:25:00+02:00;Eysines;33162
44.8292715, -0.6630541;"{""coordinates"": [-0.6630541, 44.8292715], ""type"": ""Point""}";2;Z30CT12;BOUCLE;30;39;2012-11-15T15:50:32+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
44.8292504, -0.6630016;"{""coordinates"": [-0.6630016, 44.8292504], ""type"": ""Point""}";3;Z30CT11;BOUCLE;30;36;2012-11-15T15:50:56+01:00;2024-10-01T16:25:00+02:00;Mérignac;33281
